Collision,8,0,0,202,"""88888888888888888888"""
Collision,7,0,0,202,"""77777777777777777777"""
Collision,5,0,0,202,"""55555555555555555555"""
Collision,6,0,0,202,"""66666666666666666666"""
Collision,3,0,0,205,"""33333333333333333333"""
Collision,4,0,0,205,"""44444444444444444444"""
Success,3,0,1,1010,"""33333333333333333333"""
Collision,5,0,1,1313,"""55555555555555555555"""
Collision,6,0,1,1313,"""66666666666666666666"""
Collision,7,0,1,1413,"""77777777777777777777"""
Collision,4,0,1,1414,"""44444444444444444444"""
Success,7,0,2,2148,"""77777777777777777777"""
Collision,6,0,2,2470,"""66666666666666666666"""
Collision,5,0,2,2470,"""55555555555555555555"""
Collision,8,0,1,2671,"""88888888888888888888"""
Collision,5,0,3,2872,"""55555555555555555555"""
Collision,4,0,2,2974,"""44444444444444444444"""
Collision,8,0,2,3073,"""88888888888888888888"""
Collision,8,0,3,3252,"""88888888888888888888"""
Collision,6,0,3,4132,"""66666666666666666666"""
Collision,8,0,4,4132,"""88888888888888888888"""
Collision,5,0,4,4364,"""55555555555555555555"""
Success,6,0,4,4966,"""66666666666666666666"""
Collision,8,0,5,5426,"""88888888888888888888"""
Collision,3,1,0,415,"""33333333333333333333"""
Collision,4,0,3,5427,"""44444444444444444444"""
Success,5,0,5,6157,"""55555555555555555555"""
Collision,8,0,6,6358,"""88888888888888888888"""
Collision,7,1,0,209,"""77777777777777777777"""
Collision,6,1,0,391,"""66666666666666666666"""
Success,4,0,4,7370,"""44444444444444444444"""
Success,3,1,1,2738,"""33333333333333333333"""
Success,6,1,1,2085,"""66666666666666666666"""
Collision,8,0,7,8671,"""88888888888888888888"""
Collision,4,1,0,302,"""44444444444444444444"""
Collision,7,1,1,2622,"""77777777777777777777"""
Collision,4,1,1,1671,"""44444444444444444444"""
Collision,8,0,8,10040,"""88888888888888888888"""
Collision,4,1,2,1948,"""44444444444444444444"""
Collision,7,1,2,4465,"""77777777777777777777"""
Collision,4,1,3,3229,"""44444444444444444444"""
Collision,8,0,9,11598,"""88888888888888888888"""
Success,4,1,4,3732,"""44444444444444444444"""
Success,8,0,10,12824,"""88888888888888888888"""
Success,7,1,3,6998,"""77777777777777777777"""
Success,5,1,0,302,"""55555555555555555555"""
Success,4,2,0,405,"""44444444444444444444"""
Success,3,2,0,403,"""33333333333333333333"""
Success,5,2,0,301,"""55555555555555555555"""
Collision,5,3,0,363,"""55555555555555555555"""
Collision,8,1,0,302,"""88888888888888888888"""
Collision,6,2,0,375,"""66666666666666666666"""
Collision,3,3,0,274,"""33333333333333333333"""
Collision,6,2,1,778,"""66666666666666666666"""
Collision,4,3,0,325,"""44444444444444444444"""
Collision,8,1,1,1007,"""88888888888888888888"""
Collision,5,3,1,1269,"""55555555555555555555"""
Collision,3,3,1,979,"""33333333333333333333"""
Collision,7,2,0,83,"""77777777777777777777"""
Success,7,2,1,489,"""77777777777777777777"""
Collision,5,3,2,1967,"""55555555555555555555"""
Collision,6,2,2,1678,"""66666666666666666666"""
Success,5,3,3,2689,"""55555555555555555555"""
Collision,8,1,2,3408,"""88888888888888888888"""
Collision,6,2,3,3179,"""66666666666666666666"""
Collision,4,3,1,2827,"""44444444444444444444"""
Collision,5,4,0,182,"""55555555555555555555"""
Collision,3,3,2,3480,"""33333333333333333333"""
Collision,8,1,3,4542,"""88888888888888888888"""
Collision,4,3,2,3860,"""44444444444444444444"""
Success,6,2,4,4721,"""66666666666666666666"""
Success,5,4,1,1773,"""55555555555555555555"""
Collision,8,1,4,5803,"""88888888888888888888"""
Collision,3,3,3,5473,"""33333333333333333333"""
Success,4,3,3,5523,"""44444444444444444444"""
Success,8,1,5,6869,"""88888888888888888888"""
Success,3,3,4,8160,"""33333333333333333333"""
Success,3,4,0,402,"""33333333333333333333"""
Success,4,4,0,403,"""44444444444444444444"""
Success,5,5,0,306,"""55555555555555555555"""
