Collision,5,0,0,561,"""55555555555555555555"""
Collision,6,0,0,654,"""66666666666666666666"""
Collision,7,0,0,642,"""77777777777777777777"""
Collision,4,0,0,683,"""44444444444444444444"""
Collision,8,0,0,748,"""88888888888888888888"""
Collision,3,0,0,905,"""33333333333333333333"""
Collision,5,0,1,1548,"""55555555555555555555"""
Collision,7,0,1,1651,"""77777777777777777777"""
Collision,4,0,1,2161,"""44444444444444444444"""
Collision,8,0,1,2152,"""88888888888888888888"""
Collision,6,0,1,2529,"""66666666666666666666"""
Collision,4,0,2,2662,"""44444444444444444444"""
Success,6,0,2,3039,"""66666666666666666666"""
Collision,5,0,2,3995,"""55555555555555555555"""
Collision,3,0,1,4142,"""33333333333333333333"""
Collision,7,0,2,4582,"""77777777777777777777"""
Collision,4,0,3,4623,"""44444444444444444444"""
Collision,8,0,2,4689,"""88888888888888888888"""
Collision,5,0,3,4993,"""55555555555555555555"""
Collision,3,0,2,5135,"""33333333333333333333"""
Collision,5,0,4,5490,"""55555555555555555555"""
Collision,6,1,0,536,"""66666666666666666666"""
Collision,4,0,4,5642,"""44444444444444444444"""
Collision,8,0,3,6076,"""88888888888888888888"""
Collision,3,0,3,6134,"""33333333333333333333"""
Collision,6,1,1,1936,"""66666666666666666666"""
Collision,4,0,5,7113,"""44444444444444444444"""
Collision,8,0,4,7078,"""88888888888888888888"""
Collision,7,0,3,7173,"""77777777777777777777"""
Success,5,0,5,7489,"""55555555555555555555"""
Collision,7,0,4,8045,"""77777777777777777777"""
Collision,4,0,6,8114,"""44444444444444444444"""
Success,6,1,2,3441,"""66666666666666666666"""
Collision,5,1,0,434,"""55555555555555555555"""
Collision,8,0,5,9018,"""88888888888888888888"""
Collision,3,0,4,9076,"""33333333333333333333"""
Collision,6,2,0,417,"""66666666666666666666"""
Collision,4,0,7,10041,"""44444444444444444444"""
Collision,7,0,5,10029,"""77777777777777777777"""
Collision,6,2,1,1410,"""66666666666666666666"""
Collision,5,1,1,2544,"""55555555555555555555"""
Collision,4,0,8,11528,"""44444444444444444444"""
Collision,8,0,6,11493,"""88888888888888888888"""
Collision,7,0,6,11587,"""77777777777777777777"""
Collision,5,1,2,3390,"""55555555555555555555"""
Collision,3,0,5,12005,"""33333333333333333333"""
Success,4,0,9,12537,"""44444444444444444444"""
Collision,6,2,2,3378,"""66666666666666666666"""
Collision,8,0,7,12995,"""88888888888888888888"""
Success,3,0,6,13525,"""33333333333333333333"""
Collision,5,1,3,5368,"""55555555555555555555"""
Collision,4,1,0,437,"""44444444444444444444"""
Collision,8,0,8,13979,"""88888888888888888888"""
Collision,6,2,3,4859,"""66666666666666666666"""
Collision,7,0,7,14447,"""77777777777777777777"""
Collision,6,2,4,6363,"""66666666666666666666"""
Collision,3,1,0,419,"""33333333333333333333"""
Collision,4,1,1,2538,"""44444444444444444444"""
Collision,8,0,9,16079,"""88888888888888888888"""
Collision,5,1,4,7873,"""55555555555555555555"""
Collision,6,2,5,6991,"""66666666666666666666"""
Collision,5,1,5,8830,"""55555555555555555555"""
Collision,3,1,1,1879,"""33333333333333333333"""
Collision,8,0,10,17413,"""88888888888888888888"""
Collision,4,1,2,3999,"""44444444444444444444"""
Collision,7,0,8,17665,"""77777777777777777777"""
Collision,6,2,6,9271,"""66666666666666666666"""
Collision,8,0,11,18861,"""88888888888888888888"""
Collision,3,1,2,3356,"""33333333333333333333"""
Success,7,0,9,19376,"""77777777777777777777"""
Collision,5,1,6,11270,"""55555555555555555555"""
Collision,8,0,12,19854,"""88888888888888888888"""
Collision,4,1,3,6366,"""44444444444444444444"""
Collision,6,2,7,11244,"""66666666666666666666"""
Collision,5,1,7,12350,"""55555555555555555555"""
Collision,4,1,4,7442,"""44444444444444444444"""
Collision,6,2,8,12220,"""66666666666666666666"""
Collision,8,0,13,21810,"""88888888888888888888"""
Collision,3,1,3,6276,"""33333333333333333333"""
Collision,4,1,5,8524,"""44444444444444444444"""
Collision,5,1,8,13707,"""55555555555555555555"""
Collision,7,1,0,938,"""77777777777777777777"""
Success,4,1,6,9295,"""44444444444444444444"""
Collision,5,1,9,14687,"""55555555555555555555"""
Collision,6,2,9,13782,"""66666666666666666666"""
Collision,8,0,14,23298,"""88888888888888888888"""
Collision,5,1,10,15668,"""55555555555555555555"""
Collision,8,0,15,24251,"""88888888888888888888"""
Collision,3,1,4,8744,"""33333333333333333333"""
Success,6,2,10,15209,"""66666666666666666666"""
Success,7,1,1,3844,"""77777777777777777777"""
Collision,6,3,0,382,"""66666666666666666666"""
Collision,5,1,11,17724,"""55555555555555555555"""
Collision,3,1,5,10774,"""33333333333333333333"""
Collision,8,0,16,26308,"""88888888888888888888"""
Success,7,2,0,466,"""77777777777777777777"""
Collision,6,3,1,1850,"""66666666666666666666"""
Collision,4,2,0,848,"""44444444444444444444"""
Success,5,1,12,19635,"""55555555555555555555"""
Collision,8,0,17,29135,"""88888888888888888888"""
Collision,3,1,6,13628,"""33333333333333333333"""
Success,5,2,0,466,"""55555555555555555555"""
