Collision,3,0,0,203,"""33333333333333333333"""
Collision,4,0,0,203,"""44444444444444444444"""
Collision,7,0,0,203,"""77777777777777777777"""
Collision,8,0,0,203,"""88888888888888888888"""
Collision,6,0,0,202,"""66666666666666666666"""
Collision,5,0,0,204,"""55555555555555555555"""
Collision,3,0,1,607,"""33333333333333333333"""
Collision,7,0,1,1209,"""77777777777777777777"""
Collision,4,0,1,1210,"""44444444444444444444"""
Success,4,0,2,1814,"""44444444444444444444"""
Collision,6,0,1,2054,"""66666666666666666666"""
Collision,5,0,1,2056,"""55555555555555555555"""
Collision,8,0,1,2357,"""88888888888888888888"""
Collision,3,0,2,2603,"""33333333333333333333"""
Collision,7,0,2,2795,"""77777777777777777777"""
Collision,6,0,2,2966,"""66666666666666666666"""
Collision,8,0,2,3369,"""88888888888888888888"""
Collision,7,0,3,3369,"""77777777777777777777"""
Collision,5,0,2,3473,"""55555555555555555555"""
Collision,7,0,4,4217,"""77777777777777777777"""
Collision,6,0,3,4216,"""66666666666666666666"""
Collision,8,0,3,4217,"""88888888888888888888"""
Collision,7,0,5,4417,"""77777777777777777777"""
Collision,4,1,0,201,"""44444444444444444444"""
Collision,3,0,3,5018,"""33333333333333333333"""
Collision,5,0,3,5120,"""55555555555555555555"""
Collision,6,0,4,5118,"""66666666666666666666"""
Collision,8,0,4,5220,"""88888888888888888888"""
Collision,3,0,4,5221,"""33333333333333333333"""
Collision,6,0,5,5250,"""66666666666666666666"""
Collision,8,0,5,5422,"""88888888888888888888"""
Collision,5,0,4,6589,"""55555555555555555555"""
Collision,4,1,1,1772,"""44444444444444444444"""
Collision,7,0,6,6588,"""77777777777777777777"""
Collision,6,0,6,6705,"""66666666666666666666"""
Success,8,0,6,7368,"""88888888888888888888"""
Success,3,0,5,7795,"""33333333333333333333"""
Success,5,0,5,8248,"""55555555555555555555"""
Success,6,0,7,8637,"""66666666666666666666"""
Collision,3,1,0,201,"""33333333333333333333"""
Collision,4,1,2,4179,"""44444444444444444444"""
Success,7,0,7,9185,"""77777777777777777777"""
Collision,5,1,0,302,"""55555555555555555555"""
Collision,4,1,3,4733,"""44444444444444444444"""
Collision,8,1,0,179,"""88888888888888888888"""
Collision,5,1,1,1060,"""55555555555555555555"""
Collision,7,1,0,121,"""77777777777777777777"""
Collision,5,1,2,1896,"""55555555555555555555"""
Collision,3,1,1,2349,"""33333333333333333333"""
Success,6,1,0,300,"""66666666666666666666"""
Collision,3,1,2,3448,"""33333333333333333333"""
Collision,4,1,4,7426,"""44444444444444444444"""
Success,8,1,1,2973,"""88888888888888888888"""
Success,7,1,1,2659,"""77777777777777777777"""
Success,5,1,3,3799,"""55555555555555555555"""
Success,6,2,0,307,"""66666666666666666666"""
Collision,5,2,0,101,"""55555555555555555555"""
Collision,7,2,0,302,"""77777777777777777777"""
Collision,6,3,0,302,"""66666666666666666666"""
Collision,3,1,3,5756,"""33333333333333333333"""
Collision,8,2,0,307,"""88888888888888888888"""
Collision,4,1,5,9936,"""44444444444444444444"""
Collision,7,2,1,1149,"""77777777777777777777"""
Collision,6,3,1,849,"""66666666666666666666"""
Collision,7,2,2,1553,"""77777777777777777777"""
Collision,5,2,1,1573,"""55555555555555555555"""
Collision,3,1,4,7157,"""33333333333333333333"""
Collision,4,1,6,11135,"""44444444444444444444"""
Collision,8,2,1,1758,"""88888888888888888888"""
Success,6,3,2,2191,"""66666666666666666666"""
Collision,7,2,3,3089,"""77777777777777777777"""
Collision,3,1,5,8141,"""33333333333333333333"""
Collision,4,1,7,12372,"""44444444444444444444"""
Collision,5,2,2,3141,"""55555555555555555555"""
Collision,3,1,6,8455,"""33333333333333333333"""
Collision,8,2,2,3046,"""88888888888888888888"""
Collision,7,2,4,3544,"""77777777777777777777"""
Collision,6,4,0,151,"""66666666666666666666"""
Collision,8,2,3,3449,"""88888888888888888888"""
Collision,5,2,3,4241,"""55555555555555555555"""
Collision,7,2,5,4442,"""77777777777777777777"""
Collision,6,4,1,1332,"""66666666666666666666"""
Collision,3,1,7,9978,"""33333333333333333333"""
Collision,7,2,6,5010,"""77777777777777777777"""
Collision,4,1,8,14289,"""44444444444444444444"""
Collision,6,4,2,1665,"""66666666666666666666"""
Collision,5,2,4,5386,"""55555555555555555555"""
Collision,6,4,3,1993,"""66666666666666666666"""
Collision,8,2,4,5493,"""88888888888888888888"""
Collision,7,2,7,5991,"""77777777777777777777"""
Collision,5,2,5,6340,"""55555555555555555555"""
Collision,3,1,8,11593,"""33333333333333333333"""
Collision,8,2,5,6315,"""88888888888888888888"""
Collision,8,2,6,6576,"""88888888888888888888"""
Collision,6,4,4,3480,"""66666666666666666666"""
Collision,3,1,9,12161,"""33333333333333333333"""
Collision,4,1,9,16801,"""44444444444444444444"""
Collision,5,2,6,7570,"""55555555555555555555"""
Collision,6,4,5,4316,"""66666666666666666666"""
Collision,5,2,7,8065,"""55555555555555555555"""
Collision,6,4,6,4672,"""66666666666666666666"""
Collision,4,1,10,17398,"""44444444444444444444"""
Collision,7,2,8,8469,"""77777777777777777777"""
Collision,8,2,7,8160,"""88888888888888888888"""
Collision,3,1,10,13910,"""33333333333333333333"""
Collision,6,4,7,5264,"""66666666666666666666"""
Collision,8,2,8,8461,"""88888888888888888888"""
Collision,6,4,8,6223,"""66666666666666666666"""
Collision,5,2,8,9616,"""55555555555555555555"""
Collision,4,1,11,18947,"""44444444444444444444"""
Collision,3,1,11,15477,"""33333333333333333333"""
Collision,5,2,9,10224,"""55555555555555555555"""
Collision,8,2,9,10028,"""88888888888888888888"""
Collision,6,4,9,7461,"""66666666666666666666"""
Collision,7,2,9,11055,"""77777777777777777777"""
Success,7,2,10,11428,"""77777777777777777777"""
Collision,5,2,10,12110,"""55555555555555555555"""
Collision,3,1,12,17363,"""33333333333333333333"""
Collision,6,4,10,8717,"""66666666666666666666"""
Collision,4,1,12,21643,"""44444444444444444444"""
Success,8,2,10,12616,"""88888888888888888888"""
Collision,7,3,0,150,"""77777777777777777777"""
Collision,4,1,13,22609,"""44444444444444444444"""
Collision,4,1,14,23159,"""44444444444444444444"""
Collision,3,1,13,19181,"""33333333333333333333"""
Collision,5,2,11,13978,"""55555555555555555555"""
Collision,6,4,11,10585,"""66666666666666666666"""
Collision,8,3,0,164,"""88888888888888888888"""
Collision,5,2,12,14720,"""55555555555555555555"""
Collision,6,4,12,11327,"""66666666666666666666"""
Collision,8,3,1,907,"""88888888888888888888"""
Collision,8,3,2,1205,"""88888888888888888888"""
Collision,3,1,14,20372,"""33333333333333333333"""
Collision,6,4,13,12025,"""66666666666666666666"""
Collision,4,1,15,24750,"""44444444444444444444"""
